Dec 16 07:51:57 INFO: manager: OpenRTM-aist-1.0.0
Dec 16 07:51:57 INFO: manager: Copyright (C) 2003-2010
Dec 16 07:51:57 INFO: manager:   Noriaki Ando
12月 16 07:56:20 WARNING: PuckXY_in: buffer empty
12月 16 07:56:20 WARNING: PuckXY_in: buffer empty
12月 16 07:56:20 WARNING: PuckXY_in: buffer empty
12月 16 07:56:20 WARNING: PuckXY_in: buffer empty
12月 16 07:56:20 WARNING: PuckXY_in: buffer empty
12月 16 07:56:20 WARNING: PuckXY_in: buffer empty
12月 16 07:56:20 WARNING: PuckXY_in: buffer empty
12月 16 07:56:20 WARNING: PuckXY_in: buffer empty
12月 16 07:56:21 WARNING: PuckXY_in: buffer empty
12月 16 07:56:21 WARNING: PuckXY_in: buffer empty
12月 16 07:56:21 WARNING: PuckXY_in: buffer empty
12月 16 07:56:21 WARNING: PuckXY_in: buffer empty
12月 16 07:56:21 WARNING: PuckXY_in: buffer empty
12月 16 07:56:21 WARNING: PuckXY_in: buffer empty
12月 16 07:56:21 WARNING: PuckXY_in: buffer empty
12月 16 07:56:21 WARNING: PuckXY_in: buffer empty
12月 16 07:56:21 WARNING: PuckXY_in: buffer empty
12月 16 07:56:21 WARNING: PuckXY_in: buffer empty
12月 16 07:56:21 WARNING: PuckXY_in: buffer empty
12月 16 07:56:21 WARNING: PuckXY_in: buffer empty
12月 16 07:56:21 WARNING: PuckXY_in: buffer empty
12月 16 07:56:21 WARNING: PuckXY_in: buffer empty
12月 16 07:56:21 WARNING: PuckXY_in: buffer empty
12月 16 07:56:21 WARNING: PuckXY_in: buffer empty
12月 16 07:56:21 WARNING: PuckXY_in: buffer empty
12月 16 07:56:21 WARNING: PuckXY_in: buffer empty
12月 16 07:56:21 WARNING: PuckXY_in: buffer empty
12月 16 07:56:21 WARNING: PuckXY_in: buffer empty
12月 16 07:56:21 WARNING: PuckXY_in: buffer empty
12月 16 07:56:21 WARNING: PuckXY_in: buffer empty
12月 16 07:56:21 WARNING: PuckXY_in: buffer empty
12月 16 07:56:21 WARNING: PuckXY_in: buffer empty
12月 16 07:56:21 WARNING: PuckXY_in: buffer empty
12月 16 07:56:21 WARNING: PuckXY_in: buffer empty
12月 16 07:56:21 WARNING: PuckXY_in: buffer empty
12月 16 07:56:21 WARNING: PuckXY_in: buffer empty
12月 16 07:56:21 WARNING: PuckXY_in: buffer empty
12月 16 07:56:21 WARNING: PuckXY_in: buffer empty
12月 16 07:56:21 WARNING: PuckXY_in: buffer empty
12月 16 07:56:21 WARNING: PuckXY_in: buffer empty
12月 16 07:56:21 WARNING: PuckXY_in: buffer empty
12月 16 07:56:21 WARNING: PuckXY_in: buffer empty
12月 16 07:56:21 WARNING: PuckXY_in: buffer empty
12月 16 07:56:21 WARNING: PuckXY_in: buffer empty
12月 16 07:56:21 WARNING: PuckXY_in: buffer empty
12月 16 07:56:21 WARNING: PuckXY_in: buffer empty
12月 16 07:56:21 WARNING: PuckXY_in: buffer empty
